"","Federal Provider Number","facility_size","allshortages_ppe","allshortages_staff","Provider State","totdeaths_residents","anyshortage_staff","anyshortage_ppe"
"8742","355044","1",0,0,"ND",0,"0","0"
"8743","355046","1",0,0,"ND",311.1,"0","0"
"8744","355047","2",0,29,"ND",109.1,"1","0"
"8745","355048","1",2,28,"ND",371.4,"1","1"
"8746","355049","1",0,0,"ND",171.4,"0","0"
"8747","355050","1",0,27,"ND",0,"1","0"
"8748","355051","1",0,29,"ND",172.4,"1","0"
"8749","355052","1",0,30,"ND",62.5,"1","0"
"8750","355053","1",0,21,"ND",25.6,"1","0"
"8751","355054","1",0,20,"ND",34.5,"1","0"
"8752","355057","1",0,25,"ND",133.3,"1","0"
"8753","355058","2",0,29,"ND",52.6,"1","0"
"8754","355059","2",0,27,"ND",175,"1","0"
"8755","355060","2",0,28,"ND",341.8,"1","0"
"8756","355061","1",1,11,"ND",0,"1","1"
"8757","355063","1",0,11,"ND",0,"1","0"
"8758","355064","1",0,30,"ND",68.2,"1","0"
"8759","355065","2",0,27,"ND",127.3,"1","0"
"8760","355066","1",0,24,"ND",0,"1","0"
"8761","355067","2",0,25,"ND",74.3,"1","0"
"8762","355068","1",0,1,"ND",263.2,"1","0"
"8763","355069","1",0,28,"ND",210.5,"1","0"
"8764","355070","2",0,0,"ND",20.6,"0","0"
"8765","355072","1",0,5,"ND",0,"1","0"
"8766","355074","2",0,0,"ND",300,"0","0"
"8767","355076","1",0,21,"ND",129,"1","0"
"8768","355077","2",0,1,"ND",119.7,"1","0"
"8769","355078","2",0,26,"ND",373.1,"1","0"
"8770","355079","2",0,29,"ND",277.8,"1","0"
"8771","355080","1",0,30,"ND",0,"1","0"
"8772","355081","1",0,13,"ND",103.4,"1","0"
"8773","355082","2",0,16,"ND",388.9,"1","0"
"8774","355084","1",0,16,"ND",105.3,"1","0"
"8775","355086","2",0,30,"ND",68.8,"1","0"
"8776","355087","1",0,30,"ND",88.2,"1","0"
"8777","355089","1",0,29,"ND",216.2,"1","0"
"8778","355090","2",0,15,"ND",184.2,"1","0"
"8779","355091","1",0,0,"ND",111.1,"0","0"
"8780","355092","1",0,25,"ND",41.7,"1","0"
"8781","355093","1",0,16,"ND",952.4,"1","0"
"8782","355094","1",0,29,"ND",379.3,"1","0"
"8783","355095","1",0,28,"ND",361.1,"1","0"
"8784","355096","1",0,18,"ND",142.9,"1","0"
"8785","355097","1",0,30,"ND",166.7,"1","0"
"8786","355099","1",0,8,"ND",517.2,"1","0"
"8787","355100","1",0,22,"ND",210.5,"1","0"
"8788","355101","1",0,26,"ND",0,"1","0"
"8789","355102","1",0,18,"ND",185.2,"1","0"
"8790","355103","1",0,16,"ND",0,"1","0"
"8791","355104","1",0,8,"ND",54.1,"1","0"
"8792","355106","2",0,26,"ND",244.7,"1","0"
"8793","355107","1",0,26,"ND",541.7,"1","0"
"8794","355108","1",0,23,"ND",242.4,"1","0"
"8795","355109","1",1,10,"ND",458.3,"1","1"
"8796","355110","1",2,24,"ND",17.2,"1","1"
"8797","355111","1",0,30,"ND",0,"1","0"
"8798","355112","2",0,26,"ND",0,"1","0"
"8799","355114","1",0,12,"ND",0,"1","0"
"8800","355115","1",0,1,"ND",222.2,"1","0"
"8801","355116","1",0,1,"ND",0,"1","0"
"8802","355117","1",0,30,"ND",100,"1","0"
"8803","355122","1",0,18,"ND",0,"1","0"
"8804","355123","2",0,30,"ND",0,"1","0"
"8805","355124","1",0,28,"ND",33.3,"1","0"
"8806","355125","1",0,29,"ND",20.8,"1","0"
"8807","355126","1",0,30,"ND",101.4,"1","0"
"8808","355127","1",1,29,"ND",77.8,"1","1"
"8809","365005","2",0,0,"OH",8.3,"0","0"
"8810","365006","1",0,4,"OH",27.8,"1","0"
"8811","365014","2",0,6,"OH",62.5,"1","0"
"8812","365020","2",0,5,"OH",49,"1","0"
"8813","365022","1",0,16,"OH",79.4,"1","0"
"8814","365026","1",0,30,"OH",75.8,"1","0"
"8815","365030","1",0,22,"OH",289.5,"1","0"
"8816","365033","2",0,0,"OH",60,"0","0"
"8817","365044","2",0,30,"OH",11.4,"1","0"
